"About the data: Analytical views - Source Title - Exported on Oct 25, 2022. Criteria: My groups is US YES federal funders; Publication Year is 2017 or 2018 or 2019 or 2020 or 2021; Country of Funder is United States; Research Organization is Iowa State University; Publication Type is not Preprint. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,
ID,Name,Rank FF,FF Publications,Rank All,All Publications,Rank %,Percentage,All OA,Bronze,Closed,Gold,Green,Hybrid,sum,delta,% OSTP Bronze,% OSTP Closed,% OSTP Gold,% OSTP Green,% OSTP Hybrid
jour.1367751,Plant Phenomics,179,8,243,10,120,80,0,0,0,0,0,0,0,-8,0,0,0,0,0
jour.1377324,Physical Review Research,179,8,299,8,1,100,0,0,0,0,0,0,0,-8,0,0,0,0,0
jour.1446077,Conference Proceedings of the Society for Experimental Mechanics Series,179,8,146,15,251,53.33333333,0,0,0,0,0,0,0,-8,0,0,0,0,0
jour.1011551,Medicine & Science in Sports & Exercise,212,7,24,54,349,12.96296296,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1017362,Analyst,212,7,324,7,1,100,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1024638,BMC Plant Biology,212,7,196,12,219,58.33333333,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1026093,Astronomy & Astrophysics,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1026246,Energy & Fuels,212,7,216,11,195,63.63636364,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1029542,Ecology Letters,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1031133,Sensors and Actuators B Chemical,212,7,196,12,219,58.33333333,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1032876,Advanced Functional Materials,212,7,216,11,195,63.63636364,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1034502,Journal of Chemical Theory and Computation,212,7,216,11,195,63.63636364,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1034947,International Journal of Environmental Research and Public Health,212,7,64,29,336,24.13793103,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1035078,Nanotechnology,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1038065,Materials Science and Engineering A,212,7,172,13,249,53.84615385,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1041665,Genome Biology and Evolution,212,7,196,12,219,58.33333333,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1042492,mBio,212,7,273,9,134,77.77777778,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1042951,Journal of Power Sources,212,7,243,10,176,70,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1044096,AoB Plants,212,7,324,7,1,100,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1044924,Computers and Electronics in Agriculture,212,7,146,15,277,46.66666667,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1046153,ACS Synthetic Biology,212,7,324,7,1,100,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1046724,RSC Advances,212,7,101,19,312,36.84210526,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1048375,Physiological Reports,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1049404,Agricultural and Forest Meteorology,212,7,159,14,258,50,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1051401,Nature Plants,212,7,216,11,195,63.63636364,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1051417,Nano Energy,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1051594,Energy and Buildings,212,7,216,11,195,63.63636364,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1052750,The Astrophysical Journal Letters,212,7,273,9,134,77.77777778,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1077105,Journal of Molecular Biology,212,7,324,7,1,100,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1077144,Journal of Economic Entomology,212,7,97,20,323,35,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1090512,Journal of Analytical and Applied Pyrolysis,212,7,172,13,249,53.84615385,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1090899,Veterinary Immunology and Immunopathology,212,7,146,15,277,46.66666667,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1095198,Molecular Biology and Evolution,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1097257,Journal of Veterinary Internal Medicine,212,7,35,46,348,15.2173913,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1103749,Solid State Nuclear Magnetic Resonance,212,7,324,7,1,100,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1123338,AIChE Journal,212,7,324,7,1,100,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1137176,Agricultural Water Management,212,7,146,15,277,46.66666667,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1138624,Road Materials and Pavement Design,212,7,101,19,312,36.84210526,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1150500,Advanced Materials Technologies,212,7,273,9,134,77.77777778,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1297371,ChemPhysChem,212,7,273,9,134,77.77777778,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1312259,Proceedings of the Royal Society B,212,7,273,9,134,77.77777778,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1336311,Journal of Big Data Analytics in Transportation,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1346369,ACS Applied Polymer Materials,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1357547,Journal of Materials Research,212,7,299,8,66,87.5,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1398510,Viruses,212,7,101,19,312,36.84210526,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1398516,Water,212,7,196,12,219,58.33333333,0,0,0,0,0,0,0,-7,0,0,0,0,0
jour.1013500,Journal of Experimental Biology,255,6,324,7,85,85.71428571,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1018580,Journal of Nutrition,255,6,196,12,258,50,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1021703,Prevention Science,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1027463,American Journal of Agricultural Economics,255,6,172,13,281,46.15384615,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1028796,Canadian Journal of Statistics,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1030494,Sensors and Actuators A Physical,255,6,273,9,181,66.66666667,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1031969,Journal of Experimental Zoology Part A Ecological and Integrative Physiology,255,6,299,8,151,75,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1031980,Plant Health Progress,255,6,79,24,334,25,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1035876,Geoderma,255,6,172,13,281,46.15384615,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1038948,New Journal of Physics,255,6,299,8,151,75,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1039457,BMC Research Notes,255,6,273,9,181,66.66666667,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1039872,Journal of Computational and Graphical Statistics,255,6,172,13,281,46.15384615,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1040295,Functional Ecology,255,6,324,7,85,85.71428571,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1045785,Wetlands,255,6,324,7,85,85.71428571,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1049475,Cold Regions Science and Technology,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1049631,Climate Dynamics,255,6,324,7,85,85.71428571,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1050631,IEEE Access,255,6,72,26,340,23.07692308,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1051361,Aerospace Science and Technology,255,6,243,10,211,60,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1051483,Frontiers in Molecular Biosciences,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1052510,Soil and Tillage Research,255,6,243,10,211,60,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1052634,Intermetallics,255,6,324,7,85,85.71428571,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1053136,Journal of Structural Engineering,255,6,196,12,258,50,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1087199,New Journal of Chemistry,255,6,216,11,245,54.54545455,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1093527,Preventive Veterinary Medicine,255,6,76,25,337,24,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1096739,Proteins Structure Function and Bioinformatics,255,6,243,10,211,60,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1116878,Journal of Magnetic Resonance,255,6,324,7,85,85.71428571,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1120918,Molecular Physics,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1126650,Geophysical Research Letters,255,6,324,7,85,85.71428571,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1126669,Journal of Experimental Botany,255,6,172,13,281,46.15384615,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1127662,Chemical Engineering Science,255,6,243,10,211,60,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1127675,Chemical Engineering Journal,255,6,216,11,245,54.54545455,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1135200,Combustion and Flame,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1137896,Journal of Bridge Engineering,255,6,172,13,281,46.15384615,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1139181,International Journal of Pavement Engineering,255,6,172,13,281,46.15384615,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1284793,IEEE Transactions on Circuits and Systems I Regular Papers,255,6,243,10,211,60,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1297421,Pest Management Science,255,6,196,12,258,50,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1297525,Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1299977,Nature Catalysis,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1312116,Journal of Materials Science,255,6,355,0,355,0,0,0,0,0,0,0,0,-6,0,0,0,0,0
jour.1005696,Rural Sociology,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1005962,Journal of Ecology,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1007277,Journal of General Virology,295,5,196,12,301,41.66666667,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1016870,The International Journal of Aging and Human Development,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1017078,Biophysical Journal,295,5,29,51,351,9.803921569,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1023017,Systematic Botany,295,5,273,9,238,55.55555556,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1026229,Global Biogeochemical Cycles,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1029373,Developmental Cell,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1031137,Journal of Microelectromechanical Systems,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1031408,Nature Materials,295,5,324,7,167,71.42857143,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1034618,Journal of Biomedical Materials Research Part A,295,5,273,9,238,55.55555556,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1036189,Crystal Growth & Design,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1036458,Autophagy,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1037414,ACS Chemical Biology,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1038301,Journal of Solid State Chemistry,295,5,299,8,200,62.5,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1038686,Applied Surface Science,295,5,172,13,309,38.46153846,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1040876,BioEnergy Research,295,5,324,7,167,71.42857143,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1042315,Database,295,5,324,7,167,71.42857143,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1044328,Agricultural Economics,295,5,216,11,288,45.45454545,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1046461,Physica B Condensed Matter,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1046556,Sustainability,295,5,88,22,341,22.72727273,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1046628,Systematic Reviews,295,5,324,7,167,71.42857143,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1047200,Organic Electronics,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1048347,Energy,295,5,273,9,238,55.55555556,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1048545,Nanomaterials,295,5,273,9,238,55.55555556,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1049888,Vaccines,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1049971,Frontiers in Cell and Developmental Biology,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1050576,Frontiers in Environmental Science,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1051962,ACS Central Science,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1052082,Journal of Geophysical Research Earth Surface,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1052526,ACS Sensors,295,5,299,8,200,62.5,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1052623,Earth-Science Reviews,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1053654,Bulletin of the American Meteorological Society,295,5,299,8,200,62.5,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1082404,Journal of Chemical Information and Modeling,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1083533,Applied Microbiology and Biotechnology,295,5,243,10,258,50,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1089662,NeuroToxicology,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1090368,International Journal of Biological Macromolecules,295,5,159,14,321,35.71428571,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1109056,Phytopathology,295,5,243,10,258,50,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1123507,IEEE Transactions on Ultrasonics Ferroelectrics and Frequency Control,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1126651,Ecological Modelling,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1129941,Smart Materials and Structures,295,5,216,11,288,45.45454545,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1131238,IEEE Transactions on Knowledge and Data Engineering,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1133055,Bioresource Technology,295,5,243,10,258,50,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1133814,Trends in Plant Science,295,5,324,7,167,71.42857143,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1136056,Acta Geotechnica,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1137132,Earth Surface Processes and Landforms,295,5,324,7,167,71.42857143,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1137178,Reliability Engineering & System Safety,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1137398,IFAC-PapersOnLine,295,5,299,8,200,62.5,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1137981,Journal of Hydrometeorology,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1141177,Sustainable Cities and Society,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1144699,Journal of Aerospace Information Systems,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1147513,Additive Manufacturing,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1152687,Physical Review Fluids,295,5,299,8,200,62.5,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1272137,Agriculture,295,5,216,11,288,45.45454545,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1273178,Earth System Science Data,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1290460,npj Quantum Materials,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1294860,Molecular Plant,295,5,243,10,258,50,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1298739,ACS Applied Energy Materials,295,5,299,8,200,62.5,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1300829,Communications Biology,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1319904,Transboundary and Emerging Diseases,295,5,86,23,342,21.73913043,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1327433,PLOS Computational Biology,295,5,243,10,258,50,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1337088,Nanoscale Advances,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1387079,ECS Meeting Abstracts,295,5,17,63,353,7.936507937,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1412796,Biochemistry,295,5,355,0,355,0,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1430171,Journal of Environmental Management,295,5,159,14,321,35.71428571,0,0,0,0,0,0,0,-5,0,0,0,0,0
jour.1004769,Zeitschrift für anorganische und allgemeine Chemie,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1005567,Journal of Colloid and Interface Science,360,4,273,9,291,44.44444444,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1010127,Accounts of Chemical Research,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1013522,Journal of Wildlife Diseases,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1014208,Developmental Psychology,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1015037,Insect Biochemistry and Molecular Biology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1016709,Macromolecules,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1017077,Biometrics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1017735,Journal of Cell Biology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1017749,Journal of Medical Entomology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1018807,Mayo Clinic Proceedings,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1021022,Veterinary Ophthalmology,360,4,86,23,346,17.39130435,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1023013,Molecular Plant Pathology,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1023054,Ecosystems,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1023107,Journal of Herpetology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1026105,Computer Physics Communications,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1026238,Journal of Physics G Nuclear and Particle Physics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1026405,Chemical Geology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1027733,Dalton Transactions,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1028249,Structure,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1032615,The Philosophical Magazine A Journal of Theoretical Experimental and Applied Physics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1033003,Southwestern Entomologist,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1033528,IEEE/ACM Transactions on Networking,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1033555,IEEE Transactions on Parallel and Distributed Systems,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1034525,Acta Biomaterialia,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1034720,Vadose Zone Journal,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1037679,European Journal of Soil Science,360,4,299,8,258,50,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1038436,The ISME Journal: Multidisciplinary Journal of Microbial Ecology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1039310,Linear Algebra and its Applications,360,4,299,8,258,50,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1039901,Applied Catalysis B Environmental,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1040301,The Annals of Applied Statistics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1040925,Theoretical Computer Science,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1041745,Journal of the American Ceramic Society,360,4,243,10,304,40,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1042183,Experiments in Fluids,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1042338,Mechanical Systems and Signal Processing,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1043096,Frontiers in Aging Neuroscience,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1043459,Toxins,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1044070,European Journal of Agronomy,360,4,273,9,291,44.44444444,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1044941,Advanced Energy Materials,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1045010,Journal of Nutrition in Gerontology and Geriatrics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1046697,Journal of Animal Science and Biotechnology,360,4,196,12,326,33.33333333,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1047537,Transportation Research Part C Emerging Technologies,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1047891,Cells,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1048005,Composite Structures,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1048478,Biosensors,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1049385,Boundary-Layer Meteorology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1049675,Microorganisms,360,4,216,11,317,36.36363636,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1050133,Frontiers in Bioengineering and Biotechnology,360,4,273,9,291,44.44444444,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1050437,Catalysis Science & Technology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1050678,Scientific Data,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1050710,Micromachines,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1051026,Royal Society Open Science,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1051522,Ceramics International,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1052084,Stat,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1052091,Journal of Integrated Pest Management,360,4,118,17,338,23.52941176,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1052495,Measurement,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1052627,European Journal of Combinatorics,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1052658,Foods,360,4,172,13,332,30.76923077,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1054347,Journal of Physics D,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1076908,Biochemical Journal,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1077147,Chemical Reviews,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1081604,Water Resources Research,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1084718,Ultramicroscopy,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1085913,Psychoneuroendocrinology,360,4,88,22,345,18.18181818,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1091344,Placenta,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1092724,Children and Youth Services Review,360,4,196,12,326,33.33333333,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1092859,Toxicological Sciences,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1095413,Applied Animal Behaviour Science,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1095938,Veterinary Clinics of North America Food Animal Practice,360,4,118,17,338,23.52941176,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1101321,Current Biology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1102936,Molecular Ecology,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1113568,Neurobiology of Disease,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1116025,Journal of Agricultural Safety and Health,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1119070,Journal of Alzheimer's Disease,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1120663,Electrochimica Acta,360,4,243,10,304,40,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1120840,Journal of Environmental Economics and Management,360,4,324,7,224,57.14285714,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1121358,Computers & Fluids,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
jour.1122486,Journal of Computational Chemistry,360,4,355,0,355,0,0,0,0,0,0,0,0,-4,0,0,0,0,0
